scientificName,verbatimScientificName,acceptedNameUsage,taxonID,aphiaID,valid_authority,taxonRankID,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,species,majorgroup,acceptedNameUsageID
Agetus,Agetus,"Agetus Krøyer, 1849",3652,128633,"Krøyer, 1849",180,Genus,128569,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Agetus,,Non-calanoid,urn:lsid:marinespecies.org:taxname:128633
Agetus flaccus,Agetus flaccus,"Agetus flaccus (Giesbrecht, 1891)",3653,128795,"(Giesbrecht, 1891)",220,Species,128633,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Agetus,Agetus flaccus,Non-calanoid,urn:lsid:marinespecies.org:taxname:128795
Agetus flaccus,Corycaeus flaccus,"Agetus flaccus (Giesbrecht, 1891)",3653,128795,"(Giesbrecht, 1891)",220,Species,128633,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Agetus,Agetus flaccus,Non-calanoid,urn:lsid:marinespecies.org:taxname:128795
Agetus limbatus,Agetus limbatus,"Agetus limbatus (Brady, 1883)",3654,128796,"(Brady, 1883)",220,Species,128633,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Agetus,Agetus limbatus,Non-calanoid,urn:lsid:marinespecies.org:taxname:128796
Agetus limbatus,Corycaeus limbatus,"Agetus limbatus (Brady, 1883)",3654,128796,"(Brady, 1883)",220,Species,128633,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Agetus,Agetus limbatus,Non-calanoid,urn:lsid:marinespecies.org:taxname:128796
Agetus typicus,Agetus typicus,"Agetus typicus Krøyer, 1849",3655,128797,"Krøyer, 1849",220,Species,128633,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Agetus,Agetus typicus,Non-calanoid,urn:lsid:marinespecies.org:taxname:128797
Agetus typicus,Corycaeus typicus,"Agetus typicus Krøyer, 1849",3655,128797,"Krøyer, 1849",220,Species,128633,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Agetus,Agetus typicus,Non-calanoid,urn:lsid:marinespecies.org:taxname:128797
Alanlewisia,Alanlewisia,"Alanlewisia Boxshall, 2008",3656,378020,"Boxshall, 2008",180,Genus,135513,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Alanlewisia,,Non-calanoid,urn:lsid:marinespecies.org:taxname:378020
Alanlewisia fallolunulus,Alanlewisia fallolunulus,"Alanlewisia fallolunulus (Lewis, A.G., 1967)",3657,378021,"(Lewis, A.G., 1967)",220,Species,378020,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Alanlewisia,Alanlewisia fallolunulus,Non-calanoid,urn:lsid:marinespecies.org:taxname:378021
Alteutha,Alteutha,"Alteutha Baird, 1846",3658,115427,"Baird, 1846",180,Genus,587513,Animalia,Arthropoda,Copepoda,Harpacticoida,Peltidiidae,Alteutha,,Non-calanoid,urn:lsid:marinespecies.org:taxname:115427
Alteutha depressa,Alteutha depressa,"Alteutha depressa (Baird, 1837)",3659,116451,"(Baird, 1837)",220,Species,115427,Animalia,Arthropoda,Copepoda,Harpacticoida,Peltidiidae,Alteutha,Alteutha depressa,Non-calanoid,urn:lsid:marinespecies.org:taxname:116451
Alteutha interrupta,Alteutha interrupta,"Alteutha interrupta (Goodsir, 1845)",3660,116452,"(Goodsir, 1845)",220,Species,115427,Animalia,Arthropoda,Copepoda,Harpacticoida,Peltidiidae,Alteutha,Alteutha interrupta,Non-calanoid,urn:lsid:marinespecies.org:taxname:116452
Andreina,Andreina,"Andreina Brian, 1939",3661,346744,"Brian, 1939",180,Genus,128566,Animalia,Arthropoda,Copepoda,Cyclopoida,Chondracanthidae,Andreina,,Non-calanoid,urn:lsid:marinespecies.org:taxname:346744
Andromastax,Andromastax,"Andromastax Conroy-Dalton & Huys, 1999",3662,346098,"Conroy-Dalton & Huys, 1999",180,Genus,580845,Animalia,Arthropoda,Copepoda,Harpacticoida,Aegisthidae,Andromastax,,Non-calanoid,urn:lsid:marinespecies.org:taxname:346098
Andromastax cephaloceratus,Andromastax cephaloceratus,"Andromastax cephaloceratus Lee W. & Huys, 2000",3663,346099,"Lee W. & Huys, 2000",220,Species,346098,Animalia,Arthropoda,Copepoda,Harpacticoida,Aegisthidae,Andromastax,Andromastax cephaloceratus,Non-calanoid,urn:lsid:marinespecies.org:taxname:346099
Andromastax muricatus,Andromastax muricatus,"Andromastax muricatus Conroy-Dalton & Huys, 1999",3664,346100,"Conroy-Dalton & Huys, 1999",220,Species,346098,Animalia,Arthropoda,Copepoda,Harpacticoida,Aegisthidae,Andromastax,Andromastax muricatus,Non-calanoid,urn:lsid:marinespecies.org:taxname:346100
Antrisocopia,Antrisocopia,"Antrisocopia Fosshagen, in Fosshagen & Iliffe, 1985",3665,346102,"Fosshagen, in Fosshagen & Iliffe, 1985",180,Genus,128556,Animalia,Arthropoda,Copepoda,Platycopioida,Platycopiidae,Antrisocopia,,Non-calanoid,urn:lsid:marinespecies.org:taxname:346102
Antrisocopia prehensilis,Antrisocopia prehensilis,"Antrisocopia prehensilis Fosshagen, in Fosshagen & Iliffe, 1985",3666,346103,"Fosshagen, in Fosshagen & Iliffe, 1985",220,Species,346102,Animalia,Arthropoda,Copepoda,Platycopioida,Platycopiidae,Antrisocopia,Antrisocopia prehensilis,Non-calanoid,urn:lsid:marinespecies.org:taxname:346103
Apodochondria,Apodochondria,"Apodochondria Ho & Dojiri, 1988",3667,346768,"Ho & Dojiri, 1988",180,Genus,128566,Animalia,Arthropoda,Copepoda,Cyclopoida,Chondracanthidae,Apodochondria,,Non-calanoid,urn:lsid:marinespecies.org:taxname:346768
Archimisophria,Archimisophria,"Archimisophria Boxshall, 1983",3668,119190,"Boxshall, 1983",180,Genus,119189,Animalia,Arthropoda,Copepoda,Misophrioida,Speleophriidae,Archimisophria,,Non-calanoid,urn:lsid:marinespecies.org:taxname:119190
Archimisophria discoveryi,Archimisophria discoveryi,"Archimisophria discoveryi Boxshall, 1983",3669,119203,"Boxshall, 1983",220,Species,119190,Animalia,Arthropoda,Copepoda,Misophrioida,Speleophriidae,Archimisophria,Archimisophria discoveryi,Non-calanoid,urn:lsid:marinespecies.org:taxname:119203
Archimisophria squamosa,Archimisophria squamosa,"Archimisophria squamosa Alvarez, 1985",3670,346106,"Alvarez, 1985",220,Species,119190,Animalia,Arthropoda,Copepoda,Misophrioida,Speleophriidae,Archimisophria,Archimisophria squamosa,Non-calanoid,urn:lsid:marinespecies.org:taxname:346106
Archioncaea,Archioncaea,"Archioncaea Böttger-Schnack & Huys, 1997",3671,346107,"Böttger-Schnack & Huys, 1997",180,Genus,128586,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Archioncaea,,Non-calanoid,urn:lsid:marinespecies.org:taxname:346107
Archioncaea arabica,Archioncaea arabica,"Archioncaea arabica Böttger-Schnack & Huys, 1997",3672,346108,"Böttger-Schnack & Huys, 1997",220,Species,346107,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Archioncaea,Archioncaea arabica,Non-calanoid,urn:lsid:marinespecies.org:taxname:346108
Arcticomisophria,Arcticomisophria,"Arcticomisophria Martínez Arbizu & Seifried, 1996",3673,119191,"Martínez Arbizu & Seifried, 1996",180,Genus,119187,Animalia,Arthropoda,Copepoda,Misophrioida,Misophriidae,Arcticomisophria,,Non-calanoid,urn:lsid:marinespecies.org:taxname:119191
Arcticomisophria bathylaptevensis,Arcticomisophria bathylaptevensis,"Arcticomisophria bathylaptevensis Martínez Arbizu & Seifried, 1996",3674,346109,"Martínez Arbizu & Seifried, 1996",220,Species,119191,Animalia,Arthropoda,Copepoda,Misophrioida,Misophriidae,Arcticomisophria,Arcticomisophria bathylaptevensis,Non-calanoid,urn:lsid:marinespecies.org:taxname:346109
Arcticomisophria hispida,Arcticomisophria hispida,"Arcticomisophria hispida Jaume & Boxshall, 1997",3675,119204,"Jaume & Boxshall, 1997",220,Species,119191,Animalia,Arthropoda,Copepoda,Misophrioida,Misophriidae,Arcticomisophria,Arcticomisophria hispida,Non-calanoid,urn:lsid:marinespecies.org:taxname:119204
Arrama,Arrama,"Arrama Dojiri & Cressey, 1991",3676,346789,"Dojiri & Cressey, 1991",180,Genus,135513,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Arrama,,Non-calanoid,urn:lsid:marinespecies.org:taxname:346789
Arrama tandani,Arrama tandani,"Arrama tandani Dojiri & Cressey, 1991",3677,348997,"Dojiri & Cressey, 1991",220,Species,346789,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Arrama,Arrama tandani,Non-calanoid,urn:lsid:marinespecies.org:taxname:348997
Atrophia,Atrophia,"Atrophia Huys & Böttger-Schnack, 1997",3678,128670,"Huys & Böttger-Schnack, 1997",180,Genus,128578,Animalia,Arthropoda,Copepoda,Cyclopoida,Lubbockiidae,Atrophia,,Non-calanoid,urn:lsid:marinespecies.org:taxname:128670
Atrophia glacialis,Atrophia glacialis,"Atrophia glacialis (Sars G.O., 1900)",3679,346121,"(Sars G.O., 1900)",220,Species,128670,Animalia,Arthropoda,Copepoda,Cyclopoida,Lubbockiidae,Atrophia,Atrophia glacialis,Non-calanoid,urn:lsid:marinespecies.org:taxname:346121
Atrophia minuta,Atrophia minuta,"Atrophia minuta (Wolfenden, 1905)",3680,128891,"(Wolfenden, 1905)",220,Species,128670,Animalia,Arthropoda,Copepoda,Cyclopoida,Lubbockiidae,Atrophia,Atrophia minuta,Non-calanoid,urn:lsid:marinespecies.org:taxname:128891
Auchenochondria,Auchenochondria,"Auchenochondria Dojiri & Perkins, 1979",3681,346811,"Dojiri & Perkins, 1979",180,Genus,128566,Animalia,Arthropoda,Copepoda,Cyclopoida,Chondracanthidae,Auchenochondria,,Non-calanoid,urn:lsid:marinespecies.org:taxname:346811
Australomonstrillopsis,Australomonstrillopsis,"Australomonstrillopsis Suárez-Morales & McKinnon, 2014",3682,760019,"Suárez-Morales & McKinnon, 2014",180,Genus,119777,Animalia,Arthropoda,Copepoda,Monstrilloida,Monstrillidae,Australomonstrillopsis,,Non-calanoid,urn:lsid:marinespecies.org:taxname:760019
Australomonstrillopsis crassicaudata,Australomonstrillopsis crassicaudata,"Australomonstrillopsis crassicaudata Suárez-Morales & McKinnon, 2014",3683,760020,"Suárez-Morales & McKinnon, 2014",220,Species,760019,Animalia,Arthropoda,Copepoda,Monstrilloida,Monstrillidae,Australomonstrillopsis,Australomonstrillopsis crassicaudata,Non-calanoid,urn:lsid:marinespecies.org:taxname:760020
Australopsyllus,Australopsyllus,"Australopsyllus McKinnon, 1994",3684,346123,"McKinnon, 1994",180,Genus,106423,Animalia,Arthropoda,Copepoda,Cyclopoida,Thaumatopsyllidae,Australopsyllus,,Non-calanoid,urn:lsid:marinespecies.org:taxname:346123
Australopsyllus fallax,Australopsyllus fallax,"Australopsyllus fallax McKinnon, 1994",3685,346124,"McKinnon, 1994",220,Species,346123,Animalia,Arthropoda,Copepoda,Cyclopoida,Thaumatopsyllidae,Australopsyllus,Australopsyllus fallax,Non-calanoid,urn:lsid:marinespecies.org:taxname:346124
Bactrochondria,Bactrochondria,"Bactrochondria Ho, Kim I.H. & Kumar, 2000",3686,346822,"Ho, Kim I.H. & Kumar, 2000",180,Genus,128566,Animalia,Arthropoda,Copepoda,Cyclopoida,Chondracanthidae,Bactrochondria,,Non-calanoid,urn:lsid:marinespecies.org:taxname:346822
