referenceCode,fullCitation,referenceDOI
Bradford1988,"Bradford, J. M., Ohman, M. D. and Jillett, J. B.: Larval morphology and development of Neocalanus tonsus, Calanoides macrocarinatus, and Calanus australis (Copepoda: Calanoida) in the laboratory, New Zeal. J. Mar. Freshw. Res., 22(3), 301–320, ",10.1080/00288330.1988.9516303
BradfordGrieve1994,"Bradford-Grieve, J.M. (1994). The marine fauna of New Zealand: Pelagic calanoid Copepoda, Megacalaniidae, Calanidae, Paracalanidae, Mecynoceridae, Eucalanidae, Spinocalanidae, Clausocalanidae. New Zealand Oceanographic Institute Memoir, NIWA, Wellington 102:160 pp.",
BradfordGrieve1999,"Bradford-Grieve, J. M.: The Marine Fauna of New Zealand: pelagic Calanoid Copepoda: Bathypontiidae, Arietellidae, Augaptilidae, Heterorhabdidae, Lucicutiidae, Metridinidae, Phyllopodidae, Centropagidae, Pseudodiaptomidae, Temoridae, Candaciidae, Pontellidae, Sulcanidae, Acartiid, NIWA Biodivers. Mem., 111, 5–268, 1999.",
Branstrator2005,"Branstrator, D. K. 2005. Contrasting life histories of the predatory cladocerans Leptodora kindtii and Bythotrephes longimanus. Journal of Plankton Research",
Brett1981,"Brett, J R; Blackburn, J M (2014): Growth rate of Oncorhynchu kisutch determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.834275",10.1594/PANGAEA.834275
Brett2009,"Brett, M. T., M�ller-Navarra, D.C., and J. Persson. 2009. Crustacean zooplankton fatty acid composition. Lipids in Aquatic Ecosystems",
Brinton1976,Brinton E (1976) Population biology of Euphausia pacifica off southern California. Fish Bull 74: 733–762.,
Brodeur1987,"Brodeur, R.D., Lors, H.V. and Pearcy, W.G. 1987. Food habits and dietary variability of pelagic nekton off Oregon and Wishington, 1979-1984. NOAA Technical Report, National Marine Fisheries Service, no. 57, p. 32.",
Brodsky1950,"Brodsky, K.A. (1950). Calanoida of the far-eastern seas and polar basin of the USSR. Veslonogie rachki (Calanoida) dalnevostochnykh morei SSSR i pol'yarnogo basseina. Opredeliteli po Faune SSSR, Nauka, Leningrad 35:1-442, figs. 1-306. (Russian). English translation (see Brodsky, 1967).",
Broglio2004,"Broglio E., Saiz E., Calbet A., Trepat I., Alcaraz M. (2004) Trophic impact and prey selection by crustacean zooplankton on the microbial communities of an oligotrophic coastal area (NW Mediterranean Sea). Aquatic microbial ecology, 35(1), 65-78.",
Brugnano2012,"Brugnano C., Granata A., Guglielmo L. and Zagami G. (2012) Spring diel vertical distribution of copepod abundances and diversity in the open Central Tyrrhenian Sea (Western Mediterranean). Journal of Marine Systems, 105, 207-220.",
Bruland1981,"Bruland, K.W. and Silver, M.W. 1981. Sinking rates of fecal pellets from gelatinous zooplankton (salps, pteropods, doliolids). Marine Biology, 63, 295-300.",
Brun2016,"Brun, Philipp; Payne, Mark R; Kiørboe, Thomas (2016): A trait database for marine copepods. PANGAEA",10.1594/PANGAEA.862968
Brun2017,"Brun, P., Payne, M. R., & Kiørboe, T. (2017). A trait database for marine copepods. Earth Syst. Sci. Data, 9(1), 99-113. ",10.5194/essd-9-99-2017
Bryan1995,,
Buchholz1991a,"Buchholz, Friedrich (2014): Growth rate of Euphausia superba determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.834276",10.1594/PANGAEA.834276
Buchholz1991b,Buchholz F (1991) Moult cycle and growth of Antarctic krill Euphausia superba in the laboratory. Mar Ecol Prog Ser 69: 217-229,
Buecher2001,"Buecher E, Sparks C, Brierley A, Boyer H, Gibbons M. 2001. Biometry and size distribution of Chrysaora hysoscella (Cnidaria, Scyphozoa) and Aequorea aequorea (Cnidaria, Hydrozoa) off Namibia with some notes on their parasite Hyperia medusarum. J. Plankton Res. 23(10):1073–80",
Buecher2003,"Buecher, E. and Gibbons, M.J., 2003. Observations on the diel vertical distribution of hydromedusae in the Southern Benguela. African Journal of Marine Science, 25, pp.231-238.",10.2989/18142320309504012
Bunker2004,"Bunker, A. J. and Hirst, A. G. 2004. Fecundity of marine planktonic copepods: Global rates and patterns in relation to chlorophyll a, temperature and body weight, Mar. Ecol. Prog. Ser., 279, 161–181, ",10.3354/meps279161
Burgis1973,"Burgis, M. J. 1973. Observations on the Cladocera of Lake George, Uganda. Journal of the Zoological society of London",
Burkhardt1994,"Burkhardt S, Lehman JT (1994) Prey consumption and predatory effects of an invertebrate predator (Bythotrephes, Cladocera, Cercopagidae) based on phosphorus budgets. Limnol. Oceanogr 39:1007-1019.",
Buskey1994,"Buskey, Edward J; Coulter, C J; Brown, Susan L (2014): Growth rate of Protoperidinium huberi determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.834277",10.1594/PANGAEA.834277
Butler1970,"Butler, E. I., Corner, E. D. S., and S. M. Marshall. 1970. On the nutrition and metabolism of zooplankton, VII: Seasonal survey of nitrogen and phosphorus excretion by Calanus in the Clyde Sea-area. Journal of the Marine Biological Association of the United Kingdom",
Byrne1984,,
CIEE2012,Canadian Institute of Ecology and Evolution (CIEE) working group on zooplankton dynamics. 2012. Freshwater zooplankton database. ,
Calbet1999,"Calbet A. and Agustí S. (1999) Latitudinal changes of copepod egg production rates in Atlantic waters: temperature and food availability as the main driving factors. Marine Ecology-Progress Series, 181, 155-162.",
Calbet2005,"Calbet A. and Saiz E. (2005) The ciliate-copepod link in marine ecosystems. Aquatic Microbial Ecology, 38(2), 157-167.",
Calbet2007,"Calbet A., Carlotti F. and Gaudy R. (2007) The feeding ecology of the copepod Centropages typicus (Kröyer). Progress in Oceanography, 72(2), 137-150.",
Calder1972,"Calder DR. 1972. Development of the Sea Nettle Chrysaora quinquecirrha (Scyphozoa, Semaeostomeae). Chesap. Sci. 13(1):40",
Campbell200,"Campbell R.G., M.M. Wagner, G.T. Teegarden, C.A. Boudreau, and E.G. Durbin. 200",
Campbell2001,"Campbell, Robert G; Wagner, Melissa M; Teegarden, Gregory J; Boudreau, Bernard P; Durbin, Edward G (2014): Growth rate of Calanus finmarchicus determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.834285",10.1594/PANGAEA.834285
Capape1993,"Capape C. 1993. New data on the reproductive biology of the thorny stingray, Dasyatis centroura ( Pisces : Dasyatidae ) from off the Tunisian coasts. Environ. Biol. Fishes. 38:73–80",
Capps2013,"Capps KA, Flecker AS (2013) Invasive fishes generate biogeochemical hotspots in a nutrient-limited system. Plos One, 8. article 354093.",
Carillo1996,"Carillo, P., Reche. I., and L. Cruz-Pizarro. 1996. Intraspecific stoichiometric variability and the ratio of nitrogen to phosphorus resupplied by zooplankton. Freshwater Biology",
Caron1989,"Caron, D.A., Madin L.P. and Cole, J.J. 1989. Composition and degradation of salp fecal pellets: implications for vertical flux in oceanic environments. Journal of Marine Research, 47, 829-850.",
Casareto1986,"Casareto, B.E. and Nemoto, T. 1986. Salps of the Southern Ocean (Australian sector) during the 1983-84 summer, with special reference to the species Salpha thompsoni Foxton 1961. Proceedings of the 7th symposium on Polar Biology, National Institute for Polar Biology, no. 40, pp. 221-239.",
Cass2011,"Cass, C., Wakeham, S., and K. Daly. 2011. Lipid composition of tropical and subtropical copepod species of the genus Rhincalanus (Copepoda: Eucalanidae): a novel fatty acid and alcohol signature. Marine Ecology Progress Series ",
Castellani2005a,"Castellani, C., Robinson, C., Smith, T. and Lampitt, R.: Temperature affects respiration rate of Oithona similis, Mar. Ecol. Prog. Ser., 285, 129–135, ",10.3354/meps285129
Castellani2005b,"Castellani, Claudia; Robinson, Carol; Smith, Tania; Lampitt, Richard Stephen (2014): Respiration rate of Oithona similis among determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.833793",10.1594/PANGAEA.833793
Castellani2008,"Castellani C., Irigoien X., Mayor D.J., Harris R.P. and Wilson D. (2008) Feeding of Calanus finmarchicus and Oithona similis on the microplankton assemblage in the Irminger Sea, North Atlantic. Journal of Plankton Research, 30(10), 1095-1116.",
Castellani2014,"Castellani, C. and Altunbas˛, Y.: Seasonal change in acclimatised respiration rate of Temora longicornis, Mar. Ecol. Prog. Ser., 500, 83–101, ",10.3354/meps10661
Castellani2017,"Castellani, C., Lehtiniemi, M., and Meland, K. 2017. Crustacea: Lophogastrida and Mysida. In: Marine Plankton (eds Castellani C and Edwards M). Oxford University Press.",
CastroLongoria1999,"Castro-Longoria, E.: The production of subitaneous and diapause eggs: a reproductive strategy for Acartia bifilosa (Copepods: Calanoida) in Southampton Water, UK, J. Plankton Res., 21(1), 65–84, ",10.1093/plankt/21.1.65
Cataletto1994,"Cataletto, B., and S. Fonda Umani. 1994. Seasonal variations in carbon and nitrogen content of Acartia clausi (Copepoda, Calanoida) in the Gulf of Trieste (Northern Adriatic Sea) . Hydrobiologia ",
Catton2012,"Catton, K. B., Webster, D. R., & Yen, J. (2012). The effect of fluid viscosity, habitat temperature, and body size on the flow disturbance of Euchaeta. Limnology and Oceanography: Fluids and Environments, 2(1), 80-92. ",10.1215/21573689-1894514
Cech1984,"Cech, Joseph J; Mitchell, Stephen J; Wragg, Trent E (2014): Growth rate of Acipenser transmontanus and Morone saxatilis determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.834287",10.1594/PANGAEA.834287
Cetta1986,"Cetta, C M; Madin, L P; Kremer, Patricia (2014): Respiration rate of oceanic Salps determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.833794",10.1594/PANGAEA.833794
Cetta1986b,"Cetta, C.M., Madin, L.P., and Kremer, P. 1986. Respiration and excretion by oceanic salp. Marine Biology, 91, 529-537.",
Chavtur2018,"Chavtur, V.G. and Bashmanov, A.G., 2018. Pelagic ostracods of the new subtribe Conchoeciina (Ostracoda, Crustacea) from the North Pacific. Zootaxa, 4516(1), pp.1-127.",10.11646/zootaxa.4516.1.1 
Chen1986,"Chen Y-Q. (1986) The vertical distribution of some pelagic copepods in the eastern tropical Pacific. CalCOFI Report, 27, 205-227.",
Chen2017,"Chen, L. & C. Li, 2017. Different tolerances of jellyfish ephyrae (Aurelia sp.1) and fish larvae (Paralichthys olivaceus) to nutrient limitations. Marine Ecology Progress Series 569: 1–13.",
Childress1974,"Childress, J.J. and Nygaard, M.H. 1974. Chemical composition and buoyancy of midwater crustaceans as a function of depth of occurrence off souther California. Marine Biology 27: 225-238.",
Childress1975,"Childress, J.J. 1975. The respiratory rates of midwater crustaceans as a function of depth of occurrence and relation to the oxygen minimum layer off Southern California. Comparative Biochemistry and Physiology 50A: 787-799.",
Chitty1981,"Chitty, N (2014): Growth rate of Anchoa mitchilli and Anchoa lamprotaenia determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.834288",10.1594/PANGAEA.834288
Christaki2002,"Christaki, Urania; Courties, C; Karayanni, H; Giannakourou, Antonia; Maravelias, C; Kormas, Konstantinos A; Lebaron, P (2014): Maximum ingestion and maximum clearance rate of Pseudobodo sp. determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.834797",10.1594/PANGAEA.834797
Christian2008,"Christian AD, Crump BG, Berg DJ (2008) Nutrient release and ecological stoichiometry of freshwater mussels (Mollusca : Unionidae) in 2 small, regionally distinct streams. J. N. Am. Benthol. Soc 27:440-450.",
Clarke1992,"Clarke, A., Holmes, L.J. and Gore, D.J., 1992. Proximate and elemental composition of gelatinous zooplankton from the Southern Ocean. Journal of Experimental Marine Biology and Ecology, 155(1), pp.55-68.",10.1016/0022-0981(92)90027-8
Clarke1992b,"Clarke, A., Holmes, L.J. and Gore, D.J., 1992. Proximate and elemental composition of gelatinous zooplankton from the Southern Ocean. Journal of Experimental Marine Biology and Ecology, 155(1), pp.55-68.",10.1016/0022-0981(92)90027-8
Clarke1994,"Clarke A, Prothero-Thomas E, Whitehouse MJ (1994) Nitrogen-excretion in the antarctic limpet Nacella concinna (Strebel, 1908). J. Molluscan Stud 60:141-147.",
Cleary2016,"Cleary, A. C., Durbin, E. G., Rynearson, T. A., & Bailey, J. (2016). Feeding by Pseudocalanus copepods in the Bering Sea: Trophic linkages and a potential mechanism of niche partitioning. Deep Sea Research Part II: Topical Studies in Oceanography, 134, 181-189. ",https://doi.org/10.1016/j.dsr2.2015.04.001
Clemens1961,"Clemens, W.A.; Wilby, G.V. (1961). Fishes of the Pacific coast of Canada. 2nd ed. Fish. Res. Bd. Canada Bull. (68):443 p.",
Clutter1971a,"Clutter, Robert I; Theilacker, Gail H (2014): Growth rate of Metamysidopsis elongata determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.834301",10.1594/PANGAEA.834301
Clutter1971b,"Clutter RI, Theilacker GH (1971) Ecological efficiency of a pelagic mysid shrimp: estimates from growth, energy budget, and mortality studies. Fisheries Bulletin of the United States 69: 93-115",
Cohen1983,Cohen AC. 1983. Rearing and postembryonic development of the myodocopid ostracode Skogsbergia lerneri from coral reefs of Belize and the Bahamas. J. Crustac. Biol. 3(2):235–56,
Colebrook1982,Colebrook JM (1982) Continous plankton records: seasonal variations in the distribution and abundance of plankton in the North Atlantic Ocean and the North Sea. Journal of Plankton Research 4:435–462,
Colin2003,"Colin, S.P., Costello, J.H. and Klos, E., 2003. In situ swimming and feeding behavior of eight co-occurring hydromedusae. Marine Ecology Progress Series, 253, pp.305-309.",10.3354/meps253305
Comita1968,"Comita, G. W. 1968. Oxygen consumption in Diaptomus. Limnology and Oceanography",
Conover1959,"Conover, R. J. 1959. Regional and seasonal variation in the respiratory rate of marine copepods. Limnology and Oceanography",
Conover1964,"Conover, R. J. 1964. Food relations and nutrition of zooplankton. Symposium on experimental marine ecology",
Conover1968,"Conover, R. J., and E. D. S. Corner. 1968. Respiration and nitrogen excretion by some marine zooplankton in relation to their life cycles . Journal of the Marine Biological Association of the United Kingdom ",
Conover1972,,
Conover1974,,
Conover1988,"Conover, R.J., 1988. Comparative life histories in the genera Calanus and Neocalanus in high latitude of the northern hemisphere. Hydrobiologia. 167/168, 127-142.",
Conover1988; Colebrook1982,,
Conroy2005,"Conroy JD, et al. (2005) Soluble nitrogen and phosphorus excretion of exotic freshwater mussels (Dreissena spp.): potential impacts for nutrient remineralisation in western Lake Erie. Freshw. Biol 50:1146-1162.",
Conroy2020,"Conroy, J.A., Steinberg, D.K., Thibodeau, P.S. and Schofield, O., 2020. Zooplankton diel vertical migration during Antarctic summer. Deep Sea Research Part I: Oceanographic Research Papers, 162, p.103324.",10.1016/j.dsr.2020.103324
Conway2003,"Conway, D. V. P., White, R. G., Hugues-Dit-Ciles, J., Gallienne, C. P. and Robins, D. B.: Guide to the coastal and surface zooplankton of the south-western Indian Ocean, Occas. Publ. Mar. Biol. Assoc., 15, 354, 2003.",
Conway2006,"Conway, D. V. P.: Identification of the copepodite developmental stages of twenty-six North Atlantic copepods, Occas. Publ. Mar. Biol. Assoc., 21, 1–28, 2006.",
Conway2012,"Conway, D. V. P.: Marine Zooplankton of Southern Britain - Part 2: Arachnida, Pycnogonida, Cladocera, Facetotecta, Cirripedia and Copepoda, edited by A. W. G. John., 2012.",
Corkett1969,"Corkett, C. J., and I. A. McLaren. 1969. Egg production and oil storage by the copepod Pseudocalanus in the laboratory . Journal of Experimental Marine Biology and Ecology",
Cornelius1995,"Cornelius, P. F. S. (1995). North-West European Thecate Hydroids and their Medusae. Part 1. Laodiceidae to Haleciidae. In: R.S.K. Barnes & J.H. Crothers, eds, Synopses of the British Fauna (New Series). The Linn. Soc. London and Est. Coas. Sci. Ass. - Field Studies Council. 50 : i-vii, 1-347.",
Costello1991,"Costello, J. (1991) Complete carbon and nitrogen budgets for the hydromedusa Cladonema californicum (Anthomedusae: Cladonemidae). Marine Biology 108 119-128",
Costello2008,"Costello, J.H., Colin, S.P. and Dabiri, J.O., 2008. Medusan morphospace: phylogenetic constraints, biomechanical solutions, and ecological consequences. Invertebrate Biology, 127(3), pp.265-290.",10.1111/j.1744-7410.2008.00126.x
Crocker1991,"Crocker, K.M., Alldredge, A.L. and Steinberg, D.K. 1991. Feeding rates of the doliolid, Dolioletta gegenbauri, on diatoms and bacteria. Journal of Plankton Research, 13, 77-82.",
Cuadro2022,"Cuadro, D.L.C., Berasategui, A.A. and Menéndez, M.C., 2022. Zooplankton: The Ocean Drifters. In Marine Biology A Functional Approach to the Oceans and their Organisms (pp. 113-149). CRC Press.",
